,price,city_name,salon,nb_rooms,nb_baths,surface_area,Ascenseur,Balcon,Chauffage,Climatisation,Concierge,Cuisine Équipée,Duplex,Meublé,Parking,Sécurité,Terrasse
1224,380000.0,Salé,1.0,1.0,1.0,45.0,0,0,0,0,0,0,0,0,0,0,1
1225,540000.0,Martil,1.0,2.0,1.0,65.0,0,0,0,0,0,0,0,0,0,0,0
1226,890000.0,Khouribga,1.0,2.0,2.0,100.0,0,1,0,0,0,0,0,0,0,0,1
1227,890000.0,Mohammedia,1.0,2.0,2.0,56.0,0,0,0,0,0,1,0,0,0,0,0
1230,1150000.0,Casablanca,1.0,2.0,1.0,90.0,1,0,0,0,0,0,0,0,1,0,0
1231,890000.0,Mohammedia,1.0,2.0,2.0,90.0,1,1,1,1,1,1,0,0,1,1,1
1232,1068000.0,Marrakech,1.0,2.0,1.0,89.0,0,0,0,0,0,0,0,0,0,0,0
1233,1300000.0,Salé,3.0,3.0,1.0,141.0,0,0,0,0,0,0,0,0,0,0,0
1234,780000.0,Casablanca,1.0,1.0,1.0,55.0,1,0,1,1,0,1,0,0,1,1,0
1235,1200000.0,Sidi Rahal,1.0,2.0,2.0,100.0,0,0,0,0,0,0,0,0,0,0,0
1236,860000.0,Casablanca,1.0,2.0,1.0,78.0,0,0,0,0,0,0,0,0,0,0,0
1237,360000.0,Casablanca,1.0,2.0,1.0,56.0,0,0,0,0,0,0,0,0,0,0,0
1238,700000.0,Casablanca,1.0,2.0,2.0,70.0,0,1,0,0,1,0,0,0,0,1,0
1239,300000.0,Casablanca,1.0,2.0,1.0,50.0,0,0,0,0,0,0,0,0,0,1,0
1240,820000.0,Casablanca,2.0,3.0,2.0,86.0,0,0,0,0,0,1,0,0,0,1,0
1241,890000.0,Tanger,1.0,2.0,2.0,54.0,1,1,0,0,1,0,0,0,1,1,0
1242,700000.0,Tanger,1.0,2.0,1.0,70.0,1,1,0,0,0,0,0,0,0,1,0
1243,480000.0,Marrakech,1.0,2.0,1.0,68.0,0,0,0,0,0,0,0,0,0,0,0
1245,1200000.0,Meknès,1.0,3.0,2.0,142.0,1,0,1,1,1,1,0,0,1,1,1
1246,320000.0,Casablanca,1.0,2.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0,0
1247,790000.0,Tanger,1.0,2.0,1.0,74.0,1,0,0,1,1,1,0,0,0,0,0
1248,555000.0,Kénitra,0.0,2.0,2.0,75.0,0,1,0,1,0,1,0,1,0,0,0
1249,560000.0,Marrakech,1.0,3.0,1.0,76.0,0,0,0,1,0,0,0,0,1,1,0
1250,890000.0,Agadir,1.0,2.0,2.0,60.0,0,1,0,0,0,0,0,1,1,1,0
1251,1150000.0,Tétouan,2.0,3.0,2.0,88.0,1,1,0,0,1,1,0,0,1,1,0
1252,890000.0,Casablanca,1.0,2.0,2.0,120.0,0,1,0,0,0,1,1,0,0,0,0
1253,890000.0,Casablanca,2.0,2.0,2.0,109.0,1,1,1,1,1,1,1,0,1,1,1
1255,890000.0,Casablanca,1.0,2.0,2.0,87.0,1,1,0,0,1,1,0,0,1,1,1
1256,1465000.0,Temara,1.0,3.0,2.0,97.0,0,1,0,0,0,0,0,0,0,0,1
1257,850000.0,Marrakech,1.0,2.0,2.0,146.0,0,0,0,0,0,0,0,0,0,0,0
1258,890000.0,Marrakech,1.0,2.0,2.0,170.0,0,0,0,0,0,0,0,0,0,0,0
1259,890000.0,Marrakech,1.0,2.0,2.0,86.0,0,0,0,0,0,0,0,0,0,0,0
1261,390000.0,Casablanca,1.0,2.0,1.0,52.0,0,0,0,0,0,0,0,0,0,0,0
1262,890000.0,Casablanca,1.0,2.0,2.0,46.0,1,1,0,1,1,1,0,1,1,1,0
1263,320000.0,Kénitra,1.0,2.0,1.0,60.0,0,0,0,0,0,0,0,0,0,0,0
1264,300000.0,Had Soualem,1.0,3.0,2.0,92.0,0,1,0,1,0,1,0,0,0,0,1
1265,2000000.0,Tanger,1.0,3.0,2.0,108.0,1,0,0,1,1,1,0,0,1,1,1
1266,300000.0,Marrakech,1.0,2.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0,0
1267,980000.0,Agadir,1.0,2.0,2.0,82.0,1,0,0,1,1,1,0,1,1,1,1
1268,850000.0,Agadir,1.0,2.0,1.0,81.0,1,1,0,1,0,1,0,0,0,0,0
1269,750000.0,Temara,1.0,2.0,2.0,89.0,0,0,0,0,0,1,0,0,1,1,1
1270,1960000.0,Casablanca,1.0,2.0,2.0,114.0,1,1,0,1,1,1,0,1,1,1,1
1271,950000.0,Rabat,1.0,1.0,1.0,51.0,1,1,0,0,1,0,0,0,1,0,1
1272,650000.0,Agadir,1.0,2.0,1.0,55.0,0,0,0,0,0,0,0,1,1,1,0
1273,370000.0,Biougra,1.0,4.0,2.0,75.0,0,0,0,0,0,0,0,0,0,0,0
1274,1580000.0,Casablanca,1.0,3.0,3.0,135.0,1,1,0,0,1,1,0,0,1,1,1
1275,660000.0,Casablanca,1.0,2.0,2.0,84.0,0,1,0,0,0,0,0,0,0,0,0
1277,500000.0,Casablanca,1.0,2.0,1.0,70.0,0,1,0,0,1,1,0,0,1,1,1
1279,890000.0,Meknès,2.0,2.0,2.0,156.0,1,1,1,1,1,1,0,1,1,1,1
1281,360000.0,Salé,1.0,2.0,1.0,61.0,0,0,0,0,0,0,0,0,0,0,0
1282,1870000.0,Casablanca,1.0,3.0,2.0,109.0,1,1,0,1,1,1,0,0,1,0,1
1283,750000.0,Tanger,1.0,3.0,1.0,82.0,0,1,0,0,1,1,0,1,0,0,0
1284,760000.0,Martil,1.0,2.0,1.0,66.0,1,1,0,0,1,0,0,0,1,1,1
1285,620000.0,Kénitra,1.0,2.0,2.0,76.0,0,0,0,1,0,1,0,0,0,0,1
1286,850000.0,Kénitra,1.0,2.0,1.0,77.0,1,1,0,0,1,0,0,0,1,1,0
1287,580000.0,Kénitra,1.0,2.0,1.0,85.0,0,0,0,1,0,1,0,0,1,1,0
1288,480000.0,Agadir,1.0,2.0,1.0,54.0,0,1,0,0,1,0,0,0,1,1,0
1289,1689000.0,Mehdia,1.0,3.0,3.0,106.0,1,1,1,1,1,1,0,1,1,1,1
1291,1220000.0,Marrakech,1.0,2.0,2.0,81.0,1,1,0,0,1,1,0,0,0,1,0
1292,420000.0,Fès,1.0,2.0,2.0,78.0,0,0,0,0,0,0,0,0,0,0,0
1293,110000.0,Fès,2.0,1.0,1.0,50.0,0,0,0,0,0,0,0,0,0,0,0
1294,890000.0,Casablanca,1.0,2.0,2.0,102.0,0,0,0,0,0,0,0,0,0,0,0
1295,240000.0,Marrakech,1.0,2.0,1.0,30.0,0,0,0,0,0,0,0,0,0,1,0
1297,890000.0,Casablanca,1.0,2.0,2.0,79.0,0,1,0,0,0,0,0,0,0,0,0
1298,570000.0,Agadir,1.0,2.0,1.0,78.0,0,1,0,0,0,0,0,0,0,0,0
1299,900000.0,Casablanca,1.0,2.0,1.0,90.0,0,1,0,0,0,0,0,0,0,0,0
1300,890000.0,Settat,1.0,2.0,2.0,70.0,0,0,0,0,0,0,0,0,0,0,0
1301,1500000.0,Casablanca,1.0,4.0,1.0,141.0,0,0,0,0,0,1,0,0,0,0,0
1302,1250000.0,Tanger,1.0,3.0,1.0,100.0,1,1,0,0,0,0,0,0,0,0,1
1303,460000.0,Tanger,1.0,2.0,1.0,55.0,1,1,0,0,1,0,0,0,1,1,0
1305,400000.0,Mohammedia,1.0,2.0,1.0,54.0,0,1,0,0,1,1,0,1,1,1,0
1306,890000.0,Béni Mellal,1.0,2.0,2.0,60.0,0,0,0,0,0,0,0,0,0,0,0
1309,390000.0,Casablanca,1.0,2.0,1.0,55.0,0,0,0,0,0,0,0,0,0,0,0
1310,890000.0,Salé,1.0,2.0,2.0,64.0,0,1,0,0,0,0,0,0,0,0,0
1311,890000.0,Casablanca,1.0,2.0,2.0,94.0,0,0,0,0,0,0,0,0,0,0,0
1313,890000.0,Temara,2.0,2.0,2.0,95.0,0,0,0,0,0,0,0,0,0,0,0
1314,860000.0,Marrakech,1.0,3.0,2.0,114.0,0,0,0,0,0,1,0,0,0,1,0
1315,10000.0,Oujda,0.0,1.0,0.0,19.0,0,0,0,1,0,0,0,1,0,1,0
1316,1230000.0,Bouskoura,1.0,3.0,2.0,145.0,1,1,0,0,1,1,0,0,1,1,1
1318,660000.0,Tanger,2.0,2.0,1.0,90.0,1,1,0,0,0,0,0,0,1,0,0
1321,1320000.0,Casablanca,1.0,2.0,1.0,73.0,1,1,1,1,1,1,0,0,1,1,0
1323,570000.0,Berrechid,1.0,3.0,1.0,85.0,1,1,0,1,0,0,0,0,0,0,0
1324,1750000.0,Casablanca,2.0,3.0,2.0,148.0,1,1,1,1,1,1,0,0,1,1,1
1325,360000.0,El Jadida,1.0,2.0,1.0,57.0,1,1,0,0,1,1,1,1,1,1,1
1326,630000.0,Casablanca,2.0,2.0,1.0,72.0,0,0,0,0,0,1,0,0,1,0,0
1328,1250000.0,Dar Bouazza,2.0,2.0,2.0,128.0,1,1,1,0,1,1,0,0,1,1,1
1329,1100000.0,Casablanca,1.0,1.0,1.0,42.0,1,1,1,1,1,1,0,0,1,1,1
1330,2050000.0,Casablanca,2.0,3.0,2.0,142.0,1,0,1,1,1,1,0,0,1,1,0
1332,1080000.0,Agadir,1.0,2.0,2.0,124.0,0,0,0,0,0,0,0,0,0,0,0
1333,400000.0,Ain Aouda,1.0,2.0,2.0,50.0,0,0,0,0,0,0,0,0,0,0,0
1334,890000.0,Casablanca,1.0,2.0,2.0,81.0,1,1,0,0,1,1,0,1,0,1,1
1335,920000.0,Salé,2.0,2.0,2.0,74.0,1,0,0,0,0,1,0,0,1,1,0
1336,890000.0,Ifrane,1.0,2.0,2.0,65.0,0,0,1,0,0,1,0,0,0,0,0
1337,385000.0,Salé,1.0,2.0,2.0,50.0,0,0,0,0,0,0,0,0,0,0,0
1338,700000.0,Tanger,1.0,2.0,1.0,84.0,0,1,0,0,1,1,0,0,1,0,1
1339,1280000.0,Kénitra,2.0,3.0,2.0,167.0,1,1,0,0,1,0,0,0,1,1,0
1340,900000.0,Temara,1.0,2.0,2.0,76.0,0,0,0,0,0,0,0,0,1,1,0
1342,1500000.0,Rabat,1.0,4.0,1.0,131.0,1,0,0,0,0,0,0,0,0,0,0
1343,480000.0,Casablanca,1.0,2.0,1.0,52.0,0,0,0,0,0,0,0,0,0,0,0
1344,890000.0,Casablanca,2.0,2.0,2.0,147.0,0,0,0,0,0,0,0,0,0,0,0
1345,520000.0,Kénitra,1.0,2.0,1.0,74.0,1,1,0,0,1,1,0,0,1,1,0
1346,890000.0,Berkane,2.0,2.0,2.0,130.0,0,0,0,1,0,1,1,0,1,1,1
1347,1457000.0,Casablanca,1.0,3.0,1.0,92.0,1,1,0,0,0,1,0,0,1,0,0
1349,2250000.0,Casablanca,1.0,3.0,2.0,163.0,1,1,0,0,0,0,0,0,0,0,1
1350,380000.0,Tit Mellil,1.0,2.0,2.0,84.0,0,1,0,0,0,1,0,0,0,0,0
1351,890000.0,Saidia,1.0,2.0,2.0,75.0,0,1,1,0,0,1,0,0,1,1,1
1352,530000.0,Marrakech,1.0,3.0,2.0,62.0,0,1,0,0,1,0,0,0,1,1,0
1353,940000.0,Meknès,2.0,3.0,2.0,88.0,1,1,0,0,1,1,0,0,1,0,0
1354,890000.0,Casablanca,1.0,2.0,2.0,103.0,1,0,0,1,0,0,0,0,0,1,0
1356,1368000.0,Tanger,1.0,3.0,1.0,88.0,1,1,0,0,0,0,0,0,0,0,0
1357,890000.0,Deroua,0.0,2.0,2.0,59.0,0,0,0,0,0,0,0,0,0,0,0
1358,850000.0,Mdiq,1.0,3.0,2.0,110.0,0,1,0,0,0,1,0,0,0,0,1
1360,1800000.0,Tanger,2.0,3.0,2.0,113.0,0,0,0,0,0,0,0,0,0,0,0
1361,1900000.0,Marrakech,1.0,3.0,2.0,131.0,1,0,0,1,1,1,0,0,1,1,1
1362,1600000.0,Marrakech,1.0,2.0,1.0,85.0,1,0,0,1,1,1,0,0,1,1,1
1363,890000.0,Casablanca,1.0,2.0,1.0,66.0,0,1,0,0,1,0,0,0,1,0,0
1364,1099999.0,Benslimane,2.0,2.0,2.0,108.0,1,0,0,0,0,1,0,0,1,1,0
1366,960000.0,Marrakech,1.0,2.0,1.0,80.0,1,0,0,0,1,1,0,0,0,1,1
1367,470000.0,Casablanca,1.0,2.0,2.0,40.0,1,1,0,1,1,1,0,0,1,1,1
1368,1300000.0,Casablanca,1.0,2.0,1.0,60.0,0,0,0,0,0,0,0,0,0,0,0
1369,890000.0,Taza,1.0,2.0,2.0,62.0,0,1,0,0,0,0,0,0,0,0,0
1370,690000.0,Mohammedia,1.0,2.0,2.0,74.0,0,0,0,0,0,0,0,0,0,0,0
1371,1100000.0,Mohammedia,1.0,3.0,2.0,100.0,0,1,0,0,1,1,0,0,1,1,1
1372,550000.0,Casablanca,1.0,2.0,2.0,70.0,1,1,0,0,1,1,0,0,1,1,0
1373,310000.0,El Jadida,1.0,2.0,1.0,54.0,0,1,0,0,0,0,0,0,0,0,0
1374,2200000.0,Marrakech,1.0,2.0,2.0,77.0,0,0,0,1,1,1,0,1,1,1,1
1375,890000.0,Casablanca,2.0,2.0,2.0,123.0,0,0,0,0,0,0,0,0,0,0,0
1377,1580000.0,Casablanca,1.0,2.0,2.0,93.0,1,1,0,0,0,0,0,0,1,0,1
1378,460000.0,Marrakech,1.0,2.0,1.0,60.0,0,0,0,1,0,1,0,0,0,0,1
1379,420000.0,Kénitra,1.0,2.0,1.0,70.0,0,0,0,0,0,1,0,0,0,0,0
1380,450000.0,Tanger,1.0,1.0,1.0,57.0,0,1,0,0,1,0,0,0,0,0,0
1381,720000.0,Bouskoura,1.0,2.0,2.0,64.0,1,1,0,1,0,1,0,0,1,0,1
1382,460000.0,Rabat,1.0,1.0,1.0,30.0,0,0,0,0,1,0,0,0,1,1,0
1383,570000.0,Khemisset,1.0,2.0,1.0,85.0,1,1,0,0,0,1,0,0,0,0,1
1384,480000.0,Had Soualem,1.0,2.0,2.0,80.0,0,1,0,0,0,1,0,0,0,1,1
1385,890000.0,Casablanca,1.0,2.0,2.0,64.0,0,0,0,0,0,0,0,0,0,0,1
1386,890000.0,Agadir,1.0,2.0,2.0,138.0,0,0,0,0,0,0,0,0,0,0,0
1387,1060500.0,Bouskoura,1.0,2.0,2.0,88.0,1,1,0,1,0,1,0,0,1,0,1
1388,640000.0,El Jadida,1.0,3.0,2.0,108.0,0,0,0,0,0,0,0,0,0,0,0
1389,1265000.0,Bouskoura,1.0,3.0,2.0,108.0,1,1,0,1,0,1,0,0,1,0,1
1390,450000.0,Marrakech,1.0,2.0,1.0,57.0,0,0,0,0,0,0,0,0,0,0,0
1391,1000000.0,Agadir,1.0,3.0,2.0,130.0,0,0,0,0,0,0,0,0,0,0,0
1392,900000.0,Casablanca,2.0,2.0,2.0,124.0,0,1,0,0,0,1,0,1,0,1,1
1393,1850000.0,Casablanca,1.0,2.0,2.0,108.0,1,1,1,1,1,1,0,0,1,1,1
1394,890000.0,Rabat,2.0,2.0,2.0,125.0,1,0,0,1,1,1,0,0,1,1,1
1396,540000.0,Mohammedia,1.0,2.0,2.0,72.0,0,0,0,0,0,0,0,0,0,0,0
1397,1200000.0,Agadir,1.0,2.0,1.0,88.0,1,1,0,1,0,1,0,1,1,0,0
1398,1050000.0,Casablanca,1.0,1.0,1.0,50.0,1,1,1,1,0,1,0,0,1,1,0
1399,1800000.0,Agadir,1.0,3.0,2.0,88.0,1,1,0,0,0,0,0,0,0,1,0
1400,890000.0,Casablanca,1.0,2.0,2.0,82.0,0,0,0,0,0,0,0,0,0,0,0
1401,1800000.0,Casablanca,2.0,3.0,2.0,53.0,1,1,1,1,1,1,0,0,1,1,0
1402,820000.0,Casablanca,1.0,3.0,2.0,80.0,1,1,0,0,0,1,0,0,0,1,1
1403,1500000.0,Casablanca,2.0,3.0,2.0,134.0,1,1,1,1,1,1,0,0,1,1,0
1404,6500.0,Casablanca,1.0,2.0,1.0,59.0,0,0,0,0,0,0,0,0,0,0,0
1405,340000.0,Rabat,2.0,2.0,1.0,55.0,0,1,0,0,0,0,0,0,0,0,0
1406,1012000.0,Casablanca,2.0,2.0,2.0,88.0,1,1,0,1,1,1,0,0,1,0,1
1407,890000.0,Saidia,1.0,2.0,2.0,85.0,0,0,0,0,0,0,0,0,0,0,0
1408,2200000.0,Rabat,1.0,3.0,2.0,128.0,0,0,0,0,0,0,0,0,0,0,0
1409,890000.0,Saidia,1.0,2.0,2.0,87.0,0,1,0,0,0,1,0,0,0,0,0
1410,300000.0,Berrechid,1.0,2.0,1.0,83.0,0,0,0,0,0,0,0,0,0,0,0
1411,1225000.0,Marrakech,1.0,2.0,1.0,49.0,1,1,0,1,0,0,0,0,1,1,1
1412,500000.0,Agadir,1.0,2.0,1.0,57.0,0,0,1,1,1,1,0,1,1,1,0
1413,530000.0,Saidia,1.0,2.0,1.0,63.0,0,1,0,0,0,1,0,1,0,0,1
1414,16500.0,Casablanca,1.0,2.0,2.0,90.0,1,1,1,1,1,1,0,0,1,1,1
1415,890000.0,Salé,1.0,2.0,2.0,55.0,0,0,0,0,0,0,0,0,0,0,0
1416,920000.0,Kénitra,1.0,3.0,2.0,117.0,1,1,0,1,1,1,0,0,0,1,0
1417,1075000.0,Marrakech,1.0,2.0,1.0,43.0,1,1,0,1,0,0,0,0,1,1,1
1418,200000.0,Marrakech,1.0,2.0,60.0,60.0,0,1,0,0,0,0,0,0,1,0,1
1419,370000.0,Casablanca,1.0,2.0,1.0,63.0,0,0,0,0,0,0,0,0,0,0,0
1420,890000.0,Temara,1.0,2.0,2.0,55.0,0,0,0,0,0,0,0,0,0,0,0
1421,370000.0,Casablanca,1.0,2.0,1.0,58.0,0,0,0,0,0,0,0,0,0,0,0
1423,450000.0,Casablanca,1.0,2.0,1.0,56.0,0,0,0,0,0,1,0,1,0,0,0
1424,1800000.0,Marrakech,2.0,2.0,2.0,88.0,1,0,0,1,1,1,0,1,1,1,1
1425,1150000.0,Temara,1.0,2.0,2.0,83.0,1,1,1,1,1,1,0,0,1,1,1
1427,530000.0,Casablanca,1.0,2.0,1.0,56.0,0,0,0,0,0,0,0,0,0,0,0
1428,890000.0,Casablanca,1.0,2.0,2.0,85.0,0,1,0,0,0,0,0,0,0,1,1
1429,450000.0,Tanger,1.0,2.0,1.0,60.0,0,0,0,0,0,0,0,0,0,0,0
1430,2000000.0,Casablanca,1.0,2.0,1.0,88.0,0,0,0,0,0,0,0,0,0,0,0
1431,395000.0,Marrakech,1.0,2.0,1.0,54.0,1,1,1,1,1,1,1,1,1,1,1
1432,1300000.0,Marrakech,1.0,1.0,1.0,66.0,1,0,1,1,1,1,0,0,1,1,1
1434,1250000.0,Casablanca,1.0,3.0,2.0,112.0,0,1,0,0,1,0,0,0,1,1,1
1435,1100000.0,Marrakech,1.0,2.0,1.0,79.0,1,1,0,0,1,0,0,0,1,1,0
1436,900000.0,Agadir,1.0,3.0,1.0,88.0,1,1,0,0,0,0,0,0,0,1,0
1437,1876000.0,Agadir,1.0,2.0,2.0,88.0,1,1,0,0,0,1,0,0,1,0,1
1440,450000.0,Agadir,1.0,2.0,57.0,88.0,0,1,0,0,0,0,0,0,0,1,0
1441,1100000.0,Agadir,1.0,2.0,1.0,88.0,0,1,0,0,0,1,0,0,1,0,0
1443,1800000.0,Agadir,2.0,4.0,2.0,88.0,0,1,0,0,0,1,0,0,1,1,1
1444,295000.0,Marrakech,1.0,3.0,2.0,63.0,1,0,0,0,0,0,0,0,0,0,0
1445,740000.0,Tit Mellil,1.0,3.0,2.0,96.0,0,1,0,0,0,1,0,0,0,0,0
1447,550000.0,Agadir Melloul,1.0,2.0,1.0,85.0,0,0,0,0,0,0,0,0,0,0,0
1448,700000.0,Kénitra,1.0,3.0,2.0,90.0,0,0,0,0,0,0,0,0,0,0,0
1449,460000.0,Tanger,1.0,2.0,1.0,55.0,1,1,0,0,1,0,0,0,1,1,0
1450,900000.0,Tanger,1.0,2.0,1.0,76.0,1,1,0,1,0,0,0,0,0,1,0
1451,850000.0,Tanger,1.0,2.0,1.0,76.0,1,1,0,1,0,0,0,0,0,1,0
1452,500000.0,Kénitra,1.0,2.0,2.0,68.0,0,0,0,0,0,0,0,0,0,0,0
1453,550000.0,Fès,2.0,1.0,1.0,68.0,0,0,0,1,0,1,0,0,1,1,0
1454,1100000.0,Kénitra,2.0,3.0,2.0,129.0,1,1,0,0,0,0,0,0,1,0,0
1455,890000.0,Meknès,1.0,2.0,2.0,107.0,0,0,0,0,0,0,0,0,0,0,0
1456,680000.0,Safi,1.0,2.0,1.0,71.0,1,1,0,0,1,0,0,0,1,0,0
1457,490000.0,Casablanca,1.0,2.0,1.0,67.0,0,0,0,0,0,0,0,0,0,0,0
1458,3600.0,Temara,1.0,2.0,2.0,80.0,0,1,0,0,1,0,0,0,1,1,1
1459,870000.0,Kénitra,1.0,3.0,2.0,93.0,1,1,1,1,1,1,0,1,1,1,0
1460,900000.0,Salé,1.0,2.0,2.0,84.0,0,1,0,0,1,0,0,0,1,1,0
1461,890000.0,Asilah,1.0,2.0,2.0,54.0,0,0,0,0,1,0,0,1,0,1,0
1462,1800000.0,Casablanca,1.0,2.0,2.0,91.0,1,1,0,0,0,1,0,0,0,0,0
1463,770000.0,Casablanca,1.0,2.0,1.0,76.0,1,0,0,0,0,0,0,0,0,0,0
1464,1250000.0,Casablanca,1.0,2.0,1.0,74.0,1,1,0,0,0,0,0,0,0,0,1
1465,890000.0,Oued Zem,1.0,2.0,2.0,110.0,0,0,0,0,0,0,0,0,0,0,0
1466,260000.0,Sefrou,1.0,2.0,1.0,70.0,0,0,0,0,0,0,0,0,0,0,0
1467,625000.0,Dar Bouazza,1.0,2.0,1.0,68.0,0,1,0,1,0,1,0,1,1,0,0
1468,1500000.0,Casablanca,1.0,2.0,1.0,98.0,1,0,0,0,0,0,0,0,0,0,0
1469,590000.0,Casablanca,1.0,2.0,2.0,68.0,1,0,1,1,1,1,0,1,1,0,0
1470,890000.0,Casablanca,1.0,2.0,2.0,75.0,1,0,0,0,0,0,0,0,1,1,0
1471,1990000.0,Temara,2.0,4.0,3.0,130.0,1,0,0,0,1,1,0,0,1,1,1
1472,1390000.0,Casablanca,1.0,2.0,1.0,105.0,1,1,0,0,0,0,0,0,0,0,1
1473,1310000.0,Casablanca,1.0,3.0,2.0,93.0,0,1,0,0,0,0,0,0,0,0,1
1474,1750000.0,Casablanca,1.0,3.0,2.0,127.0,1,1,0,0,0,0,0,0,1,0,1
1477,1300000.0,Casablanca,1.0,2.0,1.0,94.0,1,1,0,0,0,0,0,0,0,0,1
1478,1250000.0,Marrakech,1.0,3.0,2.0,101.0,1,0,0,1,1,0,0,0,1,1,0
1479,450000.0,Marrakech,1.0,2.0,2.0,71.0,0,0,0,0,0,0,0,0,0,0,0
1480,1050000.0,Marrakech,1.0,3.0,1.0,124.0,1,1,0,0,0,0,0,0,0,0,1
1481,1500000.0,Casablanca,1.0,2.0,2.0,113.0,1,1,0,0,0,0,0,0,1,0,1
1482,400000.0,Marrakech,1.0,2.0,1.0,88.0,1,1,0,0,1,0,0,0,1,1,1
1483,1600000.0,Casablanca,1.0,3.0,1.0,132.0,1,1,0,0,0,0,0,0,1,0,1
1484,420000.0,Casablanca,1.0,2.0,1.0,56.0,0,0,0,0,0,1,0,1,1,0,0
1485,780000.0,Mohammedia,1.0,2.0,1.0,87.0,1,0,0,0,0,0,0,0,0,0,0
1486,650000.0,Marrakech,1.0,2.0,1.0,68.0,1,1,0,0,0,0,0,0,0,0,1
1487,1800000.0,Rabat,1.0,3.0,2.0,158.0,0,1,0,0,0,0,0,0,1,0,1
1488,360000.0,Bouskoura,1.0,2.0,1.0,59.0,0,1,0,0,0,0,0,0,0,1,0
1489,580000.0,Kénitra,2.0,2.0,1.0,72.0,1,1,0,0,1,0,0,0,1,0,0
1490,1450000.0,Casablanca,2.0,4.0,2.0,140.0,0,0,0,0,0,0,0,0,0,0,1
1491,350000.0,Casablanca,1.0,2.0,1.0,58.0,0,1,0,0,0,1,0,0,1,1,1
1492,850000.0,Marrakech,1.0,2.0,2.0,80.0,1,1,0,0,0,0,0,0,0,0,1
1493,1425000.0,Casablanca,1.0,3.0,2.0,114.0,1,1,0,0,1,0,0,0,1,0,0
1494,250000.0,Casablanca,1.0,2.0,1.0,52.0,1,1,0,0,1,0,0,0,1,1,1
1495,570000.0,Bouznika,1.0,1.0,1.0,50.0,1,1,1,1,1,1,0,1,0,1,0
1496,880000.0,Casablanca,1.0,2.0,2.0,75.0,1,1,0,0,0,0,0,0,1,0,1
1497,370000.0,Marrakech,1.0,2.0,2.0,58.0,0,1,0,1,1,1,0,0,1,1,0
1498,595000.0,Marrakech,1.0,2.0,2.0,95.0,1,1,0,1,1,1,0,0,1,1,1
1499,1700000.0,Rabat,1.0,2.0,2.0,106.0,0,1,0,0,0,0,0,0,0,0,1
1500,1600000.0,Casablanca,1.0,2.0,2.0,102.0,1,1,0,0,0,0,0,0,0,0,1
1501,470000.0,Sidi Rahal,1.0,2.0,1.0,77.0,0,0,0,0,0,0,0,0,0,0,0
1502,1600000.0,Sidi Rahal,1.0,2.0,2.0,104.0,0,0,0,0,0,0,0,0,0,0,0
1503,299000.0,Casablanca,1.0,2.0,1.0,78.0,1,1,1,1,1,1,0,1,1,1,1
1504,890000.0,Bouskoura,1.0,2.0,2.0,91.0,0,1,0,0,0,0,0,0,1,0,0
1505,495000.0,Casablanca,1.0,2.0,1.0,84.0,1,1,0,0,1,1,0,0,1,1,1
1506,76.0,Had Soualem,1.0,3.0,2.0,107.0,1,1,0,0,0,1,0,0,1,0,0
1507,1600000.0,Sidi Rahal,1.0,2.0,2.0,104.0,0,0,0,0,0,0,0,0,0,0,0
1508,950000.0,Casablanca,1.0,1.0,1.0,46.0,1,1,0,0,0,0,0,0,0,0,1
1509,1320000.0,Casablanca,1.0,2.0,1.0,73.0,1,1,0,0,0,0,0,0,0,0,1
1511,1000000.0,Fès,1.0,3.0,2.0,124.0,0,1,0,0,0,1,0,0,1,1,0
1513,890000.0,Mohammedia,2.0,2.0,2.0,132.0,1,1,1,1,1,1,0,1,1,1,1
1514,640000.0,Salé,1.0,2.0,1.0,74.0,0,0,0,0,0,0,0,0,0,0,0
1515,720000.0,Tanger,1.0,3.0,1.0,73.0,1,1,0,0,0,0,0,0,1,0,0
1516,1150000.0,Salé,2.0,3.0,1.0,164.0,0,1,0,1,0,1,0,0,0,0,1
1517,600000.0,Salé,1.0,2.0,1.0,75.0,0,0,1,0,0,1,0,1,1,1,1
1518,890000.0,Bouznika,1.0,2.0,2.0,74.0,0,1,0,0,1,0,0,0,0,0,0
1519,570000.0,Bouskoura,1.0,2.0,1.0,60.0,0,0,0,0,0,0,0,0,0,0,0
1520,380000.0,Casablanca,1.0,2.0,1.0,54.0,0,1,0,0,0,1,0,0,0,0,0
1522,890000.0,Casablanca,2.0,2.0,2.0,171.0,1,1,0,0,0,0,0,0,0,0,0
1523,990000.0,Casablanca,2.0,3.0,2.0,96.0,0,0,0,0,0,0,0,0,0,0,0
1524,250000.0,Asilah,0.0,1.0,1.0,48.0,0,0,0,0,1,1,0,0,0,1,1
1525,890000.0,Casablanca,1.0,2.0,2.0,85.0,0,0,0,0,0,0,0,0,0,0,0
1526,490000.0,Casablanca,1.0,2.0,1.0,63.0,0,0,0,1,0,1,0,0,0,0,0
1527,890000.0,El Mansouria,1.0,2.0,2.0,90.0,1,1,1,1,1,1,0,0,1,1,1
1528,24500.0,Casablanca,1.0,1.0,1.0,57.0,1,1,1,1,1,1,0,0,1,1,1
1531,1100000.0,Casablanca,1.0,2.0,2.0,98.0,1,0,0,0,0,0,0,0,0,0,0
